Area / Tank,Category,Equipment,Tag No,Parameter Key,Parameter Display Name,Unit,Proposed Normal Limit,Proposed Warning Limit,Proposed Alarm Limit,Final Normal Limit,Final Warning Limit,Final Alarm Limit,Approved By,Reviewed By User Department,Approval Date,Remarks
A Tank,Cooling Tower Water Monitoring,A Tank CT,,water_ph,pH,pH,,,,,,,,,,
A Tank,Cooling Tower Water Monitoring,A Tank CT,,water_temperature,Water Temperature,°C,,,,,,,,,,
A Tank,DM Water Batch Charger,A Tank Batch Charger,,cooling_water_temperature,Cooling Water Temperature (°C),°C,,,,,,,,,,
A Tank,DM Water Electrode Cooling,A Tank Electrode Cooling,,dm_water_temperature,DM Water Temperature (°C),°C,,,,,,,,,,
A Tank,DM Water Electrode Cooling,A Tank Electrode Cooling,,pump_pressure,Pump Pressure (KG/CM²),KG/CM²,,,,,,,,,,
A Tank,DM Water Electrode Cooling,A Tank Electrode Cooling,,tds,TDS (PPM),PPM,,,,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Gas Blower-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-5,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-5,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-5,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-5,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-5,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-6,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-6,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-6,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,MCB-6,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,MCB-6,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-11,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Tank Cool Blower-12,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
E Tank,Blowers,Working End Blower-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
E Tank,DM Water Electrode Cooling,E Tank Electrode Cooling,,dm_water_temperature,DM Water Temperature (°C),°C,,,,,,,,,,
E Tank,DM Water Electrode Cooling,E Tank Electrode Cooling,,pump_pressure,Pump Pressure (KG/CM²),KG/CM²,,,,,,,,,,
E Tank,DM Water Electrode Cooling,E Tank Electrode Cooling,,tds,TDS (PPM),PPM,,,,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
G Tank,Blowers,Block Cooling Blower-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
